Company Name	Address Line 1	Address Line 2	City	Country	URL 1	URL 2	URL 3
Organization For Intercultural Education	Makadara Street		Mombasa	Kenya			
The Owen Foundation	62005 Nairobi 00200		Nairobi	Kenya			
Rusu	Keromatt Zain Shop	Kenyatta Road	Kericho	Kenya			
Sardar Singh Vohra Ltd	Plot No.209/1693 Ngariama Road	Next To Mahitaji Enterprise,Cross Road	Nairobi	Kenya			
Taita Resource Centre	Mwatate		Taita	Kenya			
Almadar Trading Company Limited	Kijabe Street		Nairobi	Kenya			
Active Car Hire And Transport Services Ltd	Standard Street		Nairobi	Kenya			
African Community Development Organization	Magadi Road		Nairobi	Kenya			
Agrilife Limited	Piedmont Plaza 4Th Floor-Ngong Road		Nairobi	Kenya			
Peak Point	Embakasi		Nairobi	Kenya			
Youth For Conservation	Suite 61 Nairobi Dam Estate		Nairobi	Kenya			
N. L.Shah Co Ltd	Maina Clothing Store Building River Road		Nairobi	Kenya			
Association Of Muslim Patrons	Jomvu Area		Mombasa	Kenya			
Industrial Polymers A Ltd	Nadume Close/ Makungi Close	Off Lunga Lunga Road	Nairobi	Kenya			
Kwama Charitable Alliance	Nkubu		Nairobi	Kenya			
Pro Digitech Systems K Ltd	Duplex Building,  Upper Hill Road		Nairobi	Kenya			
Kazi Riziki	South C		Nairobi	Kenya			
Jivanji Agencies	Nanak House,  Kimathi Street		Nairobi	Kenya			
Upbeat Communications Limited	Thika Highway - Forest Road Junction		Nairobi	Kenya			
Duran Dema Support Organization	Mombasa - Adis Ababa Road		Kurungus Resident	Kenya			
Esco Suppliers Limited	Moktah Daddah		Nairobi	Kenya			
Curio Paradise	Plot No 195,  Meru Road		Mombasa	Kenya			
Media For Environment, Science, Health And Agriculture In Kenya	Maai Mahiu		Nairobi	Kenya			
Romer Services Limited	Furaha Suites Apartments Block A 2	Opposite Nairobi Hospital	Nairobi	Kenya			
Luma Stores & Supplies Enterprises	Wundanyi Road	Off Nanyuki Road	Nairobi	Kenya			
The Selling Point Limited	309 Brookeside Grove		Nairobi	Kenya			
Silvalink Limited	Oginga Odinga		Eldoret	Kenya			
Yala  Seed  Company  Ltd	Kusa Rd  Plot 3313		Kisumu	Kenya			
Hyperthink Systems Ltd	A10, Lynmarie Building Dennis Pritt Road	Kilimani Area	Nairobi	Kenya			
Bramplin Info Tech Solutions Enterprise	Mayor Road		Mbagathi	Kenya			
Leadstar Africa	P.O.Box 20280		Kericho	Kenya			
Trace Kenya	Mombasa - Malindi Highway		Mombasa	Kenya			
Jd Electrical Services & Supplies	Ukulima Co-Operative Building, 9Th Floor		Nairobi	Kenya			
Resource Management And Policy Analysis Institute	Chiromo Way		Nairobi	Kenya			
Rajoro Widows Group	Off Bondo - Amoyo Road		Bondo	Kenya			
Quick Lift Two Limited	Kimathi Street		Nairobi	Kenya			
Wakisons Investments Ltd	Outer Ring Road		Nairobi	Kenya			
Community Communication For Health Development In Africa	Main Street		Ole Milili	Kenya			
Bungoma Science Supplies	Plot No 366,  Mumias Road		Bungoma	Kenya			
Global Credit Consult Limited	Near Supa Loaf Bakery,  Malewa Road	Off Kangundo Road	Nairobi	Kenya			
World Electronics Co. Ltd	Woodlands Business Park	Suite No. 14, Kiambere Road, Upperhill	Nairobi	Kenya			
Graphitec Designs Ltd	Loita Street		Nairobi	Kenya			
Support To Development Communication	Plot 3 Mukoma Rd		Nairobi	Kenya			
Swift Ventures Limited	Kirinyaga Road		Nairobi	Kenya			
Janu Houseware	Shimanzi		Mombasa	Kenya			
St  Marys Women Group	Anyuongi - Kawamangaria		Bondo	Kenya			
Lawkam Enterprises Limited	Kabuliot House Ronald Ngala	Opposite Bargetuny Plaza	Eldoret	Kenya			
Pema Automobiles Centre Ltd	Kagundo Road		Machakos	Kenya			
Universal Gift Center	Kenyatta Ave		Nairobi	Kenya			
Network For Peace And Development	Ap Line	Takaba	Mandera	Kenya			
Infogen Solutions Ltd	Woodlands Lane		Nairobi	Kenya			
Lyan Business Solutions Limited	Komarock Plaza Suite 16	Spine Road	Nairobi	Kenya			
Centre For User Research Africa	Kasarani Mwiki Road		Ruiru	Kenya			
Muslim Teachers And Preachers	Hopsital		Malindi	Kenya			
Consumers Federation Of Kenya	Ngong Rd		Nairobi	Kenya			
Rural Organization For Advocacy And Development	Po Box 10052		Nairobi	Kenya			
Lifeline Development Initiative	Maboromoko		Nairobi	Kenya			
Coolskul Africa Ltd	Bishop Magua Building George Padmore Road		Nairobi	Kenya			
Museum Hill Road	Po Box 38706 Ngara		Nairobi	Kenya			
Media Focus On Africa Foundation	634 Muringa Road		Nairobi	Kenya			
The Carpet Guru	Westlands		Nairobi	Kenya			
Polarize Enterprises Ltd	Mirage Plaza Mombasa Road		Nairobi	Kenya			
Megabridge Foundation	Runyenjes Embu		Nairobi	Kenya			
Heko Kuu	Akila Estate, Makadara Hse 42		Nairobi	Kenya			
Hartland Agency	Harambee Avenue		Nairobi	Kenya			
Coded Systems Limited	Purshottam Place,	Chiromo Road Westlands	Nairobi	Kenya			
Babushah Wholesalers	Bibi Wasafi Road		Mombasa	Kenya			
Happy Birthday Centre	Kims Court, Theta Lane	Off Lenana Road	Nairobi	Kenya			
Blu Point Limited	Woodvale Drive		Nairobi	Kenya			
Aura Safira Consulting Limited	Upper Hill Road, Upper Hill	Nairobi	Nairobi	Kenya			
Broadric Falls Agencies Ltd	Haile Selassie		Nairobi	Kenya			
Keyman Ventures Ltd	Kikuyu Road		Nairobi	Kenya			
Elimika Community Initiative	Moi Avenue		Mombasa	Kenya			
Ebay (K) Ltd	Adams Arcade	Ngong Road	Nairobi	Kenya			
Global Documentarys And Ads Media	Moi Drive		Nairobi	Kenya			
Noahs East African Trails	Argwings Kodhek Road		Nairobi	Kenya			
Maxi Qual Ladies Hostel	Rabai Road	Buru Buru Phase 5	Nairobi	Kenya			
Centre For Social Responsibility And Accountability	Njoro Road Industial Area		Njoro	Kenya			
Portquip Kenya Limited	Nyerere		Nairobi	Kenya			
Thousand Brands Company Limited	Chiromo House Chiromo Lane		Nairobi	Kenya			
Offgrid Energy Company East Africa Limited	Ole Sangale		Nairobi	Kenya			
Shernas Limited	University Way		Nairobi	Kenya			
Ondele Transport And Poultry	Shimanzi		Mombasa	Kenya			
Slum Child Foundation	Kamunde Road		Nairobi	Kenya			
Toner Masters Enterprises Ltd	Westlands Arcade Chiromo Rd		Nairobi	Kenya			
Enerkom Group Ltd	Mama Ngina Street		Nairobi	Kenya			
Centura Trading Ltd	Victora House, Room No. 209 Tom Mboya Street		Nairobi	Kenya			
Greentech Supplies	Koinange Street		Nairobi	Kenya			
Mukima Ridge Eight Ltd	Nanyuki Isiolo Road		Nanyuki	Kenya			
Avenue Centre Limited	Museum Hill Centre		Nairobi	Kenya			
Vijana Na Mageuzi	Sakika Building		Mai Mahiu	Kenya			
Intergrated Initiatives For Community Empowerment - Iicep	Near Odeon Cinema Building Tom Mboya Street		Nairobi	Kenya			
Drylands Learning And Capacity Building Initiative Limited	Jabavu Lane, Hurlingham		Nairobi	Kenya			
Nagarjuna East Africa Limited	Aln House Eldama Ravine Gardens	Off Eldama Ravine Road, Westlands-Sarit Center	Nairobi	Kenya			
Edwin	Oginga Odinga		Kisumu	Kenya			
Shri Krishna Enterprises Ltd	Lr No. 209/8890	Loita Street	Nairobi	Kenya			
Olive Leaf Foundation	Jn Lower Hill And Bunyala Rd		Nairobi	Kenya			
Centaur Ventures Ltd	Naivasha Road	Kawangware	Nairobi	Kenya			
Babu Enterprise	Kisauni		Mombasa	Kenya			
Avfal Nakuru Kenya	Biashara		Nakuru	Kenya			
Skyline Kenya Limitted	Kaunda Street		Nairobi	Kenya			
Pro-Mart East Africa	Argwings Kodhek Rd		Nairobi	Kenya			
League Of Pastoralist Women Of Kenya	Nairobi West		Nairobi	Kenya			
Murera Community Support And Empower Group	163 Ruiru		Nairobi	Kenya			
Kitise Rural Development	Makueni Kathonzweni		Kitise	Kenya			
Amboseli Ecosystem Trust	Atgrca House	Kajiado	Loitoktok	Kenya			
International Foreign Trade Company Limited	Westminister House,  Kenyatta Avenue		Nairobi	Kenya			
Nanyuki Muslim Association	Kenyatta Highway		Nanyuki	Kenya			
Triple Nine Associates Limited	Valley Road Off Ralph Banch	On Kogeria Court No.4	Nairobi	Kenya			
Proudly Kenyan	Moi Avenue		Nairobi	Kenya			
Alitgan Investments Co Ltd	Bima House 2Nd Floor,  Old Airport Road		Mombasa	Kenya			
Steam Systems Ltd	Homa Bay Road		Nairobi	Kenya			
Master Links Africa Limited	Witu Road		Nairobi	Kenya			
Kituo Cha Sheria Mombasa Chapter	Kaunda Ave		Mombasa	Kenya			
Marine Power Generation Company Ltd	Mbagathi Way		Nairobi	Kenya			
Resolution Health East Africa Ltd	Lenana Road		Nairobi	Kenya			
Jab Company Limited	Koinange Street		Nairobi	Kenya			
Kimsa Craft Enterprises	Thika Road		Ruiru	Kenya			
Artnership For Capacity Building And Empowerment Pace	Harambee		Nairobi	Kenya			
Atlantean Kenya Limited	Landmark Plaza ,	Argwings Kodhek Road	Nairobi	Kenya			
Oyugis Self Help Project	367 Oyugis		Oyugis	Kenya			
Rainmaker Limited	Kanjata Road		Nairobi	Kenya			
Quintessential Consultants Limited	Viewpark Towers,  Uhuru Highway	Monrovia Stret	Nairobi	Kenya			
Eagle Neema Self Help Group	Marua		Nyeri	Kenya			
Que Energy	Uganda House Kenyatta Avenue		Nairobi	Kenya			
College Of Ophthalmology Of Eastern Central And Southern Africa	Argwings Kodhek Road Hurlingham		Nairobi	Kenya			
Kenya Network Of Post Test Clubs	Mombasa-Malindi		Mombasa	Kenya			
Joseph Oese	Mathare North		Nairobi	Kenya			
Enoosaen Boys Secondary School	Kilgoris		Enoosaen	Kenya			
Waks Investments	Standard		Nairobi	Kenya			
Synergy Systems Limited	Phoenix House Kenyatta Avenue		Nairobi	Kenya			
Community Empowerment Initiative Network	Ephraim Andere Road		Kakamega	Kenya			
Mca Distributors Kenya Ltd	Sara Lee Complex,  Off Baba Dogo Road		Nairobi	Kenya			
Enterprise Institute Ltd	Riara Road		Nairobi	Kenya			
St Peters Community Network -Northern Kenya	Lowarengak		Lodwar	Kenya			
Emukangu Farm Produce	Kakamega Town		Kakamega	Kenya			
Environmental Marketing Companies Ltd	Avocado Court, House No 64,  Mumias Road	Off Outering Road	Nairobi	Kenya			
Chinafric International Services Limited	Jeevan Bharati Building Harambee Avenue		Nairobi	Kenya			
Humanity Beyond Borders	Muhoho Avenue South C		Nairobi	Kenya			
Sisi Ni Amani	Ngong Road		Nairobi	Kenya			
Slum Community Development Project	Off Kibera Drive		Nairobi	Kenya			
Ariemo Quality Supplies	Mfangano		Nairobi	Kenya			
Wayan International Organization For Development	Muratina Road		Nairobi	Kenya			
Kinlay Freighters Ltd	Gill House,  Moi Avenue	Tom Mboya		Kenya			
Robert Muhia Gathuo	Kikuyu		Nairobi	Kenya			
Twaweza Sovo Cbo	Olympic Estate		Funyula	Kenya			
Garissa Mediation Council	Library Street		Nairobi	Kenya			
Plumware Ltd	On Lanet Road	Off Baricho Road, Industrial Area	Nairobi	Kenya			
Haki Center Kwale	New Malindi Road		Mombasa	Kenya			
Top Centre	Digo Road		Mombasa	Kenya			
Social Media Africa Limited	Limuru Road		Nairobi	Kenya			
Kibra Inter Faith Council	Kibera Drive		Nairobi	Kenya			
Bridge Insurance Brokers Ltd	Philadelphia House, 2Nd Floor,  Tom Mboya Street		Nairobi	Kenya			
African Aid Initiative	Bula Mzuri		Garissa	Kenya			
Binaco Sales Ltd	Plot No Lr 209/525/28,  Dubois Road		Nairobi	Kenya			
Treadstone Ventures Ltd	Office No.10 1St Left Turn From Waiyaki Way,Off Riverside Drive	Metropolitan Estate, Chiromo Road	Nairobi	Kenya			
Bobric Trading Company Ltd	Twiga Towers,  Muranga Road		Nairobi	Kenya			
Phoenix Players Limited	Parliament Road		Nairobi	Kenya			
Jumuiya Women Group	Oginga Odinga Street		Eldoret	Kenya			
Ocean Agriculture Ea Ltd	Mombasa Road	Behind Tuff Steel	Nairobi	Kenya			
Community Initiatives For Sustainable Development Project	Thika	Garissa	Nairobi	Kenya			
Beli Western Ltd	Prudential Assurance Blgd,  Wabera Street		Nairobi	Kenya			
Samalex Holdings Ltd	Lenana Road		Nairobi	Kenya			
Great Solutions (Kenya) Limited	Gateway Place	Milimani Street	Nairobi	Kenya			
Uungwana Initiative	Rattansi Educational Trust Building		Nairobi	Kenya			
Sustainable Land & Environment Program	King'ong'o		Nyeri	Kenya			
Hillcrest Health Services Limited	Njemwa House,  Wood Avenue		Nairobi	Kenya			
Unumed Limited	Apa Insurance Arcade Suite 20		Nairobi	Kenya			
Seed Of Development	Langata		Nairobi	Kenya			
Eleven Stars Youth Group	Serem-Senende Road		Kisumu	Kenya			
Tracesoft Limited	Bio-Technology Complex Argwings Khodhek Grove	Off Argwings Khodhek Road (Near Yaya Center)	Nairobi	Kenya			
Kevjan Panafrican Company Ltd	Workshop Road		Nairobi	Kenya			
General Aviation Services Ltd	Wilson Airport,  Langata Road		Nairobi	Kenya			
Benaphil Consultants	Church Road		Nairobi	Kenya			
Malindi District Cultural Association	Me Katilili Center		Malindi	Kenya			
Rosegate Flowers Limited	Taveta Court, Ground Floor,  Taveta Road		Nairobi	Kenya			
Oponono Widows Group	Misori Road		Bondo	Kenya			
Hosana Empowerment Group	Tealand Plaza		Kericho	Kenya			
Olive Energy And Engineering Limited	Daresaalam Road		Nairobi	Kenya			
Humanitarian International Voluntary Association	Biashara Street		Mandera	Kenya			
Regional News Distributors	Haile Selassie Avenue		Nairobi	Kenya			
Sullivan Marketing	Argwings Kodhek Road	Landmark Plaza	Nairobi	Kenya			
Ndugu Wapendanao Waisilamu Wa Kenya 1	Golden Gate		Nairobi	Kenya			
Policy And Market Options	Luther Plaza		Nairobi	Kenya			
Association Of Madrassa Kenya	Haile Selasie Avenue		Mombasa	Kenya			
Transgender Education And Advocacy	Bandari		Nairobi	Kenya			
Cellwell Ltd	Mombasa Road	Opp. Associated Steel Rd	Nairobi	Kenya			
Hightech Systems Ltd	Chevron Plaza Parklands		Nairobi	Kenya			
Prepress Systems Management	M 118 Nyayo Embakasi,  Outering Road	Off Airport North Road	Nairobi	Kenya			
Shungwaya Welfare Association	Nukem Trust Bldg Moi Avenue		Mombasa	Kenya			
Chui Chai	Issac Salat		Kericho	Kenya			
Kenya National Association Of The Deaf	Murang'a Road, Off Moi Avenue		Nairobi	Kenya			
Reach Out Centre	Off Makadara Rd		Mombasa	Kenya			
Benedictine Fathers	Plot 5/6/7,  Kirwa Road		Nairobi	Kenya			
Medex East Africa Ltd	Maksons Plaza Parklands Road		Nairobi	Kenya			
Baobab Branch Educational Programmes	Maasai Avenue		Nakuru	Kenya			
Fahider Society	Box 923 - 50100		Kakamega	Kenya			
Oval Consultants Limited	Crossway Road, Westlands		Nairobi	Kenya			
Skyways Cleaners Services Ltd	Kangundo Road	Komarock Ph2	Nairobi	Kenya			
Shibuye Community Health Workers	Shinyalu  Khayega Road		Kakamega	Kenya			
Wide Shoe Collection Ltd	Hurlingham Court Argwings Kodhek		Nairobi	Kenya			
Zawadi Africa Education Fund	Lenana Road		Nairobi	Kenya			
Linksoft Communications Systems Limited	Methodist Ministries Centre Block C, Oloitoktok Road	Lavington	Nairobi	Kenya			
Foodcorp K Ltd	Peponi Plaza,  Peponi Road		Nairobi	Kenya			
Pwani International Trading Limited	Yussuff Ali Trust Building Moi Avenue		Mombasa	Kenya			
Eagle Vet Kenya Ltd	Ngong Road		Nairobi	Kenya			
Upward Bound Company Limited	Karen Lane,	Karen	Nairobi	Kenya			
Securepoint Technologies Limited	Office Suites	Parklands Road	Nairobi	Kenya			
Viba Texch Ltd	Mutithi House,  Parklands Road		Nairobi	Kenya			
The Great Commission Foundation	Kisiara Street		Kericho	Kenya			
Legacy Consulting Limited	Kaptagat Road		Nairobi	Kenya			
Bayesian Consulting Group Limited	Mtelo Close Off Muhuti Road	South C	Nairobi	Kenya			
Maduna General Services Limited	Jomo Kenyatta Highway		Kisumu	Kenya			
Czarnikow Sugar East Africa Ltd	3Rd Floor, I&M Bank House Second Ngong Avenue		Nairobi	Kenya			
Synergy In Ventures	Kenyatta Avenue		Nairobi	Kenya			
Welldone Consult Ltd	Redhill Drive #261		Nairobi	Kenya			
Lifada	Saada Acarde		Isiolo	Kenya			
Opaha	Wajir- Isiolo Road		Wajir	Kenya			
Connect Experiential	Maji Mazuri Road Lavington		Nairobi	Kenya			
Wamoromu Investments Ltd	Corner Plaza,  Westlands		Nairobi	Kenya			
Human Ambassador Kenya	Kimathi		Nanyuki	Kenya			
Omnia Fertilizer Kenya Ltd	Embakasi,  Old Airport North Road		Nairobi	Kenya			
Sarl Chicken Cottage Algerie,	22 Rue No. 04, Beau Lieu Oued Smar		Alger	Kenya			
Talazo Enterprises Ltd	Mercantile House,  Koinange Street		Nairobi	Kenya			
Beautification Initiative Kenya	650 Naivasha		Nairobi	Kenya			
Teso Peace And Human Rights Development Initiative	Ang'urai  Road		Amagoro	Kenya			
Amity Software Inc	Nakumatt Mega Building		Kisumu	Kenya			
Paper Systems Ltd	Valiti House Muktardada Street	Opposite Givanjee Gardens	Nairobi	Kenya			
East Africa Software Limited	2Nd Flr, Bishops Hse,  Bishops Road		Nairobi	Kenya			
Tafiti Research Group Ltd	Mamlaka Road, 11 Parkview Apartments		Nairobi	Kenya			
Arcadia Associates Ltd	Ngong Road		Nairobi	Kenya			
Cardinal Associates Ltd	6Th Floor, Lonrho House,  Standard Street		Nairobi	Kenya			
Sokoro Pharmaceuticals Ltd	Chaka Place-Ground Floor,  Argwings Kodhek Road		Nairobi	Kenya			
Vozoli Horticultural Self Help Group	Kisumu/Kakamega		Maragoli	Kenya			
Zoe Alexander Ltd	3Rd F Loor Kipro Center Sports Road		Nairobi	Kenya			
Paysure Limited	Wood Avenue		Nairobi	Kenya			
Power Images	Jomo Kenyatta Highway		Kisumu	Kenya			
Mike Car Hire	Mvita		Mombasa	Kenya			
Eco Clubs Of Kenya	Ngagateak		Kajiado	Kenya			
Tenark Enterprises	Koinange		Nairobi	Kenya			
Kirinyaga Ungana Pamoja Trust	Kerugoya		Nairobi	Kenya			
Auto International Ltd	Kirinyaga Road		Nairobi	Kenya			
Wayawaya Limited	A4 Oyster Paradise	Riverside Drive	Nairobi	Kenya			
Pastoralist Intergrated Development Intiative	Ijara Road		Masalani	Kenya			
Cindy Limited	Riara Road		Nairobi	Kenya			
Allseas Trading Ltd	Tom Mboya Ave		Mombasa	Kenya			
Paramount Industry Ltd	Gariama Road		Nairobi	Kenya			
Mugunda Fighters Of Aids	Nairutia		Nyeri	Kenya			
Mountain Region Poultry Farmers Co Ltd	Lr 209/7405 Uchumi House,  Laikipia-Nanyuki Road		Nanyuki	Kenya			
Anant Africa Ltd	Logonot Place	Kijabe Street	Nairobi	Kenya			
Mama Na Dada Africa	Kcs House 5Th Floor,  Mama Ngina Street		Nairobi	Kenya			
Shina Capital	207 David Osieli Road Off Rhapta Road		Nairobi	Kenya			
Social Science & Medicine Africa Network	Mapera Court,  Langata Road		Nairobi	Kenya			
Tulip Travel Limited	Industrial Area,  Enterprise Road	Kampala Road	Nairobi	Kenya			
Business Renewal Consult Ltd	Lenana Road		Nairobi	Kenya			
Gereji Limited	Ngong Rd		Nairobi	Kenya			
Community Focus Group	Eagles Chapel Building Prison Road		Nanyuki Town Laikipia County	Kenya			
Kensite International Ltd	Kensia House,  Murang'a Road	Park Road	Nairobi	Kenya			
Gal Trading And Investments Ltd	Menelik Road	Venice Court - 5B	Nairobi	Kenya			
Kijiji Kids	Karen		Nairobi	Kenya			
Global Vehicles Kenya Ltd	Moi Avenue		Mombasa	Kenya			
Newken Enterprises Ltd	Avon Centre, Enterprise Road	Industrial Area	Nairobi	Kenya			
Sauti Ya Wanawake Organization - Pwani	Mombasa - Malindi Road		Mombasa	Kenya			
Silverlining Consulting Limited	Off Kiambu Road		Kiambu	Kenya			
Kijani Kenya	Parklands Road		Nairobi	Kenya			
Eastmans Dental Services	Jubilee Insurance Exchange,  Mama Ngina Street		Nairobi	Kenya			
Kushan Ltd	8Th Floor, Hughes Building Plot No : 209/8288	Kenyatta Avenue	Nairobi	Kenya			
Usemaji Aphasia Group	P O Box 5707		Nairobi	Kenya			
Omsom Enterprises	Mohdhar Road		Mombasa	Kenya			
Better Life Care	Machakos-Nairobi		Machakos	Kenya			
Ilamaiyo Foundation	Kenyatta Avenue		Nanyuki	Kenya			
Zanaafrica Group Ltd	Theta Lane		Nairobi	Kenya			
Jolly Five Fashions Ltd	Mama Ngina		Nairobi	Kenya			
Health Innovations Limited	Argwings Kodhek		Nairobi	Kenya			
Himat Khil Cdc	Khoshi		Logar	Kenya			
Davetronix Corporate Systems	Biashara Street		Nairobi	Kenya			
K & S Resources K Ltd	Phoenix House,  Kenyatta Avenue		Nairobi	Kenya			
Malava Youth Network Programme	Kakamega Webuye Rd		Kisumu	Kenya			
Kisauni Artisans	Mombasa/Malindi Road		Mombasa	Kenya			
Deaf Ability Initiative	Moi Avenue		Nairobi	Kenya			
Mombasa Youth For Peace And Development	Moi Avenue		Mombasa	Kenya			
Africa Economic And Social Development Consultants	Delta Conner Tower Chromo Road		Nairobi	Kenya			
Mao Flowers Ltd	Jkia North Airport Road		Nairobi	Kenya			
Global Aviation Consulting Services Ltd	Kapiti Road		Nairobi	Kenya			
Institute For Research  Policy Alternatives	Mara Road , Upper Hill		Nairobi	Kenya			
Centre For Global Health And Child Development - Kenya	Milimani Estate Off Tom Mboya Drive		Kisumu	Kenya			
Ceven Limited	Jameson Ct Suite C8 Ngong Rd		Nairobi	Kenya			
Essence International Ltd	Waiyaki Way		Nairobi	Kenya			
Maasai Ostrich Farm Ltd	Kitengela,  Namanga Road		Kitengela	Kenya			
Chesongoch Integrated Developmentprogramme	Kapsowar		Nairobi	Kenya			
Health Access Ltd	Harambee Avenue		Nairobi	Kenya			
Ventrix Consulting	Embakasi Road		Nairobi	Kenya			
Kenya Sustainable Health Aid	Hola		Tanariver	Kenya			
Falcon Crest International Ltd	Plot 1870/2/173,  Peponi Road		Nairobi	Kenya			
Egoya Enterprises	Muranga House	Next To Nyamakima, House.Cross Road	Nairobi	Kenya			
Trafford International Ltd	47, Rhapta Road	Westlands	Nairobi	Kenya			
Malindi Education Development Association	Sea Breeze		Malindi	Kenya			
Springs Of Life International	Kholera		Kakamega	Kenya			
Studio Gold Agency	Aga Khan Walk		Nairobi	Kenya			
Youth Platform For Change	Dhanjay Apartments		Nairobi	Kenya			
Scanexpress Services Ltd	Airport Road		Nairobi	Kenya			
Redykyulass Limited	Milimani Road		Nairobi	Kenya			
Mulipe Enterprises	Embakasi		Nairobi	Kenya			
Majaliwa Women Group	Eshisiru		Kakamega	Kenya			
Kibs Palace	Kisauni		Mombasa	Kenya			
Healthtech Limited	Argwings Kodhek Rd		Nairobi	Kenya			
One To One Kenya Ltd	Bandari Plaza, Ground Floor,  Woodvale Grove		Nairobi	Kenya			
Real Creations	Kirinyaga Road		Nairobi	Kenya			
Stem Africa Foundation	Riverside Drive		Nairobi	Kenya			
Nasoft Technologies Limited	Muthaiga		Nairobi	Kenya			
Gedo Peace Consortium	Chief Street		Mandera	Kenya			
Rubi Plastics Industries Ltd	P O Box 81072		Mombasa	Kenya			
Datoo Kithikii Ltd	Lr 277 Sec Xxi,  Ralli House Nyerere Avenue		Mombasa	Kenya			
Barika Consulting Ltd	Jnk Plaza Suite 5, Limuru Rd		Nairobi	Kenya			
Land Scan	5Th Flr, Jubilee Exchange, Mama Ngina St		Nairobi	Kenya			
Avis Enginers	Waiyaki Way 87 Stage Kinoo Town		Nairobi	Kenya			
Bold Insight Ltd	Namanga Road		Nairobi	Kenya			
Ultimate Limited	Oloitokitok Road	Lavington	Nairobi	Kenya			
Ukwala Bargains Limited	Ukwala Road		Nairobi	Kenya			
Mama Jikoni Women Group	Posta Road		Mumias	Kenya			
Business Innovations Ltd	Naivasha Avenue, Muthaiga		Nairobi	Kenya			
Ecoscout	Ridgeways Road		Nairobi	Kenya			
Mustard Enterprises	Oginga Odinga Street		Nakuru	Kenya			
Pjp Holdings Ltd	Pj Place,  Enterprise Road		Nairobi	Kenya			
Biodiversity Conservation Organization	N/A		Nairobi	Kenya			
Leaders In Business Solutions	Waiyaki Way		Nairobi	Kenya			
Tdb International Ltd	Anniversary Towers, Monrovia Street		Nairobi	Kenya			
Titan Tours And Travel	Standard Street		Nairobi	Kenya			
Diasys Diagnostics Ltd	Mombasa Road		Nairobi	Kenya			
Filtration Kenya Ltd	Nhc Bulding,  Harambee Avenue	Aga Khan Walk	Nairobi	Kenya			
Maisha Bora Self Help Group	Bungoma Webuye Road		Bungoma	Kenya			
Jar Kenya Export Processing Zone Ltd	Lr 209/1614,  Norwich Union House Mama Ngina Street		Nairobi	Kenya			
Mac Allied Government Consultants	Woodlands Street, Hurlingham		Nairobi	Kenya			
Lm Seng Enterprises Limited	Consoloidated Bank House Suite 310	Koinange Street	Nairobi	Kenya			
Global Trauma Project	Riara Road		Nairobi	Kenya			
Africa Energy Development Corporation	Makadara Rd		Nairobi	Kenya			
Britcom Technology	Oginga Odinga		Kisumu	Kenya			
Global Partnership For Change Africa	Kilimani		Nairobi	Kenya			
Bluetree Group	Ngong Road, Kabarnet Road		Nairobi	Kenya			
Somali Youth Initiative For Social And Sustainable Development	Eastleigh 9Th Street		Nairobi	Kenya			
Young Widows Advancement Program	Spine Road		Nairobi	Kenya			
Nyaga Water Equipment Supplies	L. R 570/309 Kangundo Road	Komarock Estate	Nairobi	Kenya			
Powerzone Cooling Systems	Tom Mboya Road		Mombasa	Kenya			
The Buy And Sell Media Company Kenya	Plot No. 1870/1/440 Forces Lane		Nairobi	Kenya			
Led Lighting Kenya Limited	Makasembo Road		Kisumu	Kenya			
Victory For Orphans And Vulnerable Children Association W Kabras	Kkamega Webuye Road		Kakamega	Kenya			
Parkline Developers Ltd	Lr 209/2559,  Twiga Towers Muranga Road		Nairobi	Kenya			
Dactari Total Health Care Solutions Limited	Upper Hill		Nairobi	Kenya			
Marketing Strategies & Solutions	Regent Court, Apartment B1, Argwings Kodhek Road		Nairobi	Kenya			
Ukambani Christian Cbo	Makindu		Nairobi	Kenya			
Sekam Enterprises Ltd	Imara Daima Rose Lane 120	Off Mombasa Road	Nairobi	Kenya			
World Credit Corporation Ltd	Hurlingam,  Argwings Kodhek Road		Nairobi	Kenya			
Ephantusfilm	Kiambu Road		Kiambu	Kenya			
Nine Aces Limited	Uniafric Hse	Off Koinange Street	Nairobi	Kenya			
Parenting In Africa Network (Pan)	Gold Rock Mombasa Road		Nairobi	Kenya			
Katex Enterprises	Marcus Garvey Road,  Off Argwins Kodhek		Nairobi	Kenya			
Digital Brush Creative Ltd	Mbaazi Avenue		Nairobi	Kenya			
Vermont Ltd	Ken India House,  Loita		Nairobi	Kenya			
Development And Community Empowerment  Org	Migori	Nyanza	Kisumu	Kenya			
Avon Rubber Company K Ltd	Enterprises Road	Industrial Area	Nairobi	Kenya			
Orlando Energy Limited	Off Ngong Road		Nairobi	Kenya			
Perfect Engineering Limited	Road C Industrial Area	Near Firestone Company	Nairobi	Kenya			
Signoserve Communication	Moi Avenue		Mombasa	Kenya			
Bunazi Ltd	Lr 1870/Vi/207 Westlands,  David Osieli Road		Nairobi	Kenya			
Mahiga Mairu Ltd	Nairobi		Nairobi	Kenya			
Ennovator Music	3 Kanjata Road, Lavington		Nairobi	Kenya			
Northern Organization For Social Empowerment	Kismayu Road		Garissa	Kenya			
Africa Community Leadership And Development - Aclad	Kerarapon Road		Nairobi	Kenya			
Rural Projects Support Facility	Chemitan	Kericho	Litein	Kenya			
Weaverbird Insurance Agency Ltd	Koinange		Nairobi	Kenya			
